,n_processo,data_criacao,unidade_origem,assunto,data_instauracao_jad,situacao_jad,data_instauracao_pad,cppad,fase,resultado_do_pad,data_conclusao_pad,proposta_coopad,Atualizado_em,ano_criacao_processo,Ano,ano_conclusao_pad
507,SEI-030033/001880/2022,2022-04-18,SEEDUC,ASSÉDIO SEXUAL,2024-05-23,POSITIVO,2024-01-12,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
508,SEI-030029/004990/2021,2021-05-28,SEEDUC,NEPOTISMO,2024-05-23,POSITIVO,2024-01-24,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2021,2024,
509,SEI-180005/000458/2022,2022-05-25,FTM,ABANDONO DE CARGO,2024-05-23,POSITIVO,2024-02-19,2ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2022,2024,
510,SEI-030043/003324/2022,2022-09-05,SEEDUC,ABANDONO DE CARGO,2024-05-23,POSITIVO,2024-03-01,2ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2022,2024,
511,SEI-040161/003983/2020,2020-04-20,RIOPREVIDÊNCIA,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-05-23,POSITIVO,2024-03-06,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2020,2024,
512,SEI-080001/023551/2020,2020-11-23,SES,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-05-23,POSITIVO,2024-03-08,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2020,2024,
513,SEI-040161/003144/2020,2020-03-27,RIOPREVIDÊNCIA,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-05-23,POSITIVO,2024-03-12,2ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2020,2024,
514,SEI-040161/004840/2020,2020-05-25,RIOPREVIDÊNCIA,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-05-23,POSITIVO,2024-03-12,2ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2020,2024,
515,SEI-030029/005880/2022,2022-05-16,SEEDUC,ASSÉDIO SEXUAL,2024-05-23,POSITIVO,2024-04-05,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
516,SEI-030030/002907/2022,2022-04-29,SEEDUC,MÁ CONDUTA,2024-05-23,POSITIVO,2024-04-05,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
517,SEI-030035/002297/2022,2024-03-23,SEEDUC,MÁ CONDUTA,2024-05-23,POSITIVO,2024-04-10,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2024,2024,
518,SEI-030036/004240/2022,2022-06-10,SEEDUC,EMBRIAGUEZ,2024-05-23,POSITIVO,2024-05-07,2ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2022,2024,
519,SEI-030041/002600/2022,2022-06-03,SEEDUC,ASSÉDIO SEXUAL,2024-05-23,POSITIVO,2024-05-07,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
520,SEI-030038/001233/2022,2022-03-08,SEEDUC,ASSÉDIO SEXUAL,2024-05-23,POSITIVO,2024-05-09,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
521,SEI-030038/000455/2023,2023-01-27,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,2024-05-23,POSITIVO,2024-05-21,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2023,2024,
522,E-03/030/894/2019,2019-09-30,SEEDUC,ASSÉDIO SEXUAL,2024-05-23,POSITIVO,2024-05-24,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2019,2024,
523,SEI-030035/007446/2022,2022-10-24,SEEDUC,ABANDONO DE CARGO,2024-05-23,POSITIVO,2024-06-03,2ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2022,2024,
524,SEI-150071/000079/2022,2022-03-29,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,,POSITIVO,2023-01-12,3ª CPPAD,FINALIZADO,,,ARQUIVAMENTO,2025-07-31 08:30:14,2022,2023,
525,SEI-030029/009570/2022,2022-07-25,SEEDUC,INOBSERVÂNCIA DE NORMAS LEGAIS,,POSITIVO,2023-06-21,3ª CPPAD,FINALIZADO,,,SUSPENSÃO,2025-07-31 08:30:14,2022,2023,
526,E-03/001/207/2018,2018-01-19,SEEDUC,INOBSERVÂNCIA DE NORMAS LEGAIS,,POSITIVO,2021-07-13,3ª CPPAD,FINALIZADO,,,ARQUIVAMENTO,2025-07-31 08:30:14,2018,2021,
527,SEI-030029/002474/2022,2022-03-03,SEEDUC,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,,POSITIVO,2022-12-08,3ª CPPAD,FINALIZADO,,,ARQUIVAMENTO,2025-07-31 08:30:14,2022,2022,
528,SEI-030032/000817/2022,2022-02-28,SEEDUC,ASSÉDIO SEXUAL,,POSITIVO,2022-11-23,3ª CPPAD,FINALIZADO,,,SUSPENSÃO,2025-07-31 08:30:14,2022,2022,
529,E-03/004/102830/2018,2018-12-11,SEEDUC,FALTAS INTERPOLADAS,,POSITIVO,2021-06-09,3ª CPPAD,REEXAME,,,,2025-07-31 08:30:14,2018,2021,
530,E-03/006/010/A/2018,2018-06-28,SEEDUC,MÁ CONDUTA,,POSITIVO,2023-02-23,3ª CPPAD,FINALIZADO,,,ARQUIVAMENTO,2025-07-31 08:30:14,2018,2023,
531,SEI-030032/001097/2022,2022-03-22,SEEDUC,ASSÉDIO SEXUAL,,POSITIVO,2023-02-27,3ª CPPAD,FINALIZADO,,,SUSPENSÃO,2025-07-31 08:30:14,2022,2023,
532,SEI-320001/003767/2020,2020-12-08,SES,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,,POSITIVO,2020-12-17,3ª CPPAD,REEXAME,ARQUIVAMENTO,,ARQUIVAMENTO,2025-07-31 08:30:14,2020,2020,
533,SEI-030037/002954/2021,2021-09-20,SEEDUC,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,,POSITIVO,2023-04-24,3ª CPPAD,REEXAME,,,,2025-07-31 08:30:14,2021,2023,
534,E-03/002/3247/2019,2019-07-18,SEEDUC,OFENSA FÍSICA,,POSITIVO,2023-04-28,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-12-12,ARQUIVAMENTO,2025-07-31 08:30:14,2019,2023,2024
535,SEI-030046/000754/2022,2022-04-08,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-09-14,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-12-12,ARQUIVAMENTO,2025-07-31 08:30:14,2022,2023,2024
536,SEI-030029/001978/2022,2022-02-15,SEEDUC,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,,POSITIVO,2023-07-05,3ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2022,2023,
537,SEI-030036/004599/2021,2021-08-05,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-06-12,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2021,2023,
538,E-03/010/100164/2018,2018-07-13,SEEDUC,FALTAS INTERPOLADAS,,POSITIVO,2021-06-07,2ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-06-13,ARQUIVAMENTO,2025-07-31 08:30:14,2018,2021,2024
539,E-03/008/101921/2018,2018-09-04,SEEDUC,OFENSA FÍSICA,,POSITIVO,2021-04-12,3ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2018,2021,
540,E-03/005/3203/2018,2018-04-24,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,,POSITIVO,2023-01-30,3ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2018,2023,
541,SEI-030029/003525/2021,2021-04-16,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2022-11-01,3ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2021,2022,
542,E-03/011/410/2017,2017-02-09,SEEDUC,FALTAS INTERPOLADAS,,POSITIVO,2021-06-09,3ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2017,2021,
543,SEI-030033/004696/2021,2021-11-10,SEEDUC,ASSÉDIO SEXUAL,,POSITIVO,2023-06-21,3ª CPPAD,FINALIZADO,SUSPENSÃO,2025-01-16,SUSPENSÃO,2025-07-31 08:30:14,2021,2023,2025
544,SEI-08/005/001016/2019,2019-09-03,SES,SISPATRI,,POSITIVO,2021-02-04,3ª CPPAD,FINALIZADO,,,DEMISSÃO,2025-07-31 08:30:14,2019,2021,
545,SEI-030029/008332/2022,2022-06-29,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-08-15,3ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2022,2023,
546,SEI-150063/001897/2022,2022-04-04,DETRAN-RJ,ABANDONO DE CARGO,,POSITIVO,2023-08-15,3ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2022,2023,
547,SEI-030033/000657/2022,2022-02-14,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-08-15,3ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2022,2023,
548,SEI-080001/020548/2020,2020-10-06,SES,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2022-11-07,3ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2020,2022,
549,E-03/008/5381/2017,2017-09-22,SEEDUC,ASSÉDIO SEXUAL,,POSITIVO,2021-09-09,3ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2017,2021,
550,SEI-080003/000084/2020,2020-08-28,SES,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-07-03,3ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2020,2023,
551,E-03/008/101642/2018,2018-08-29,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-09-14,3ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2018,2023,
552,SEI-030022/004869/2020,2020-04-28,DEGASE,ABANDONO DE CARGO,,POSITIVO,2022-09-26,3ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2020,2022,
553,SEI-030039/001807/2022,2022-04-01,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-09-21,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-12-04,ARQUIVAMENTO,2025-07-31 08:30:14,2022,2023,2024
554,SEI-080001/018789/2020,2020-09-09,SES,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-11-27,3ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2020,2023,
555,SEI-030033/004048/2021,2021-10-01,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-08-24,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2025-01-03,ARQUIVAMENTO,2025-07-31 08:30:14,2021,2023,2025
556,SEI-030039/001286/2021,2021-03-17,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-03-11,3ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2021,2023,
557,SEI-04/161/003220/2019,2019-11-08,RIOPREVIDÊNCIA,ACUMULAÇÃO ILÍCITA DE CARGOS,2022-07-08,POSITIVO,2023-12-08,3ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2019,2023,
558,E-08/007/002071/2018,2018-07-31,FS,ACUMULAÇÃO ILÍCITA DE CARGOS,2022-08-08,POSITIVO,2023-10-10,3ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2018,2023,
559,SEI-030036/003952/2022,2022-05-30,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-11-06,3ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2022,2023,
560,SEI-030038/004661/2021,2021-12-02,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,,POSITIVO,2023-06-06,3ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2021,2023,
561,E-03/039/391/2019,2019-08-16,SEEDUC,ASSÉDIO SEXUAL,2024-05-23,POSITIVO,2024-01-24,3ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2019,2024,
562,SEI-030037/004230/2021,2021-12-19,SEEDUC,MÁ CONDUTA,,POSITIVO,2023-10-26,3ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2021,2023,
563,E-01/54840/2008,2008-06-16,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,2022-11-18,POSITIVO,2023-12-20,3ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2008,2023,
564,SEI-030033/001307/2022,2022-03-11,SEEDUC,MÁ CONDUTA,,POSITIVO,2023-12-06,3ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2022,2023,
565,E-08/008/2883/2014,2014-04-10,SES,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2021-06-07,3ª CPPAD,SOBRESTADO,,,,2025-07-31 08:30:14,2014,2021,
566,E-03/11003766/2008,2008-08-01,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-05-23,POSITIVO,2024-03-12,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2008,2024,
567,SEI-030032/001441/2022,2022-04-19,SEEDUC,FALTA DE URBANIDADE,2024-05-23,POSITIVO,2024-02-19,3ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2022,2024,
568,SEI-030033/001955/2022,2022-04-25,SEEDUC,ABANDONO DE CARGO,2024-05-23,POSITIVO,2024-02-29,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-12-12,ARQUIVAMENTO,2025-07-31 08:30:14,2022,2024,2024
569,SEI-260005/004548/2022,2022-06-14,FAETEC,ABANDONO DE CARGO,2024-05-23,POSITIVO,2024-02-29,3ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2022,2024,
570,SEI-030034/002605/2022,2022-05-20,SEEDUC,MÁ CONDUTA,2024-05-23,POSITIVO,2024-02-19,3ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2022,2024,
571, SEI-030033/001658/2022,2022-03-30,SEEDUC,ASSÉDIO SEXUAL,2024-05-23,POSITIVO,2024-04-05,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
572, SEI-030032/001283/2022,2022-04-07,SEEDUC,ASSÉDIO SEXUAL,2024-05-23,POSITIVO,2024-04-10,3ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2022,2024,
573,SEI-080003/000032/2020,2020-08-26,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-02-01,3ª CPPAD,SOBRESTADO,,,,2025-07-31 08:30:14,2020,2023,
574,SEI-030029/009908/2022,2022-08-02,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2022-12-30,3ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2022,2022,
575,SEI-030038/000794/2020,2020-09-24,SEEDUC,OFENSA FÍSICA,,POSITIVO,2022-05-31,3ª CPPAD,FINALIZADO,,,ARQUIVAMENTO,2025-07-31 08:30:14,2020,2022,
576,E-03/007/063/A/2018,2018-06-28,SEEDUC,MÁ CONDUTA,,POSITIVO,2020-12-17,1ª CPPAD,FINALIZADO,SUSPENSÃO,2022-06-24,SUSPENSÃO,2025-07-31 08:30:14,2018,2020,2022
577,E-03/005/101580/2018,2018-08-23,SEEDUC,FALTAS INTERPOLADAS,2024-05-23,POSITIVO,2024-06-09,2ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2018,2024,
578,E-03/012/100090/2018,2018-07-19,SEEDUC,FALTAS INTERPOLADAS,,POSITIVO,2021-06-21,2ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-08-12,ARQUIVAMENTO,2025-07-31 08:30:14,2018,2021,2024
579,SEI-08/001/042381/2019,2019-11-12,SES,FALTAS INTERPOLADAS,,POSITIVO,2021-08-19,3ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2019,2021,
580,E-03/010/2614/2016,2016-09-05,SEEDUC,ASSÉDIO MORAL,,POSITIVO,2020-11-24,2ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-12-16,ARQUIVAMENTO,2025-07-31 08:30:14,2016,2020,2024
581,SEI-030029/005044/2020,2020-09-24,SEEDUC,ESTUPRO,,POSITIVO,2021-02-02,3ª CPPAD,FINALIZADO,,,ARQUIVAMENTO,2025-07-31 08:30:14,2020,2021,
582,E-03/016/102730/2018,2018-09-20,SEEDUC,ASSÉDIO SEXUAL,,POSITIVO,2021-06-16,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-12-12,ARQUIVAMENTO,2025-07-31 08:30:14,2018,2021,2024
583,E-03/037/410/2019,2019-09-20,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,,POSITIVO,2023-01-23,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2019,2023,
584,SEI-320001/003747/2020,2020-12-07,CGE,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,,POSITIVO,2020-12-16,3ª CPPAD,REEXAME,,,ARQUIVAMENTO,2025-07-31 08:30:14,2020,2020,
585,E-03/004/2482/2017,2017-07-06,SEEDUC,FALTAS INTERPOLADAS,,POSITIVO,2021-06-16,1ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-10-29,ARQUIVAMENTO,2025-07-31 08:30:14,2017,2021,2024
586,SEI-030029/007927/2021,2021-08-20,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-06-12,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-12-12,ARQUIVAMENTO,2025-07-31 08:30:14,2021,2023,2024
587,SEI-04/161/002911/2019,2019-10-25,RIOPREVIDÊNCIA,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-07-26,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2025-01-07,ARQUIVAMENTO,2025-07-31 08:30:14,2019,2023,2025
588,SEI-030031/000368/2020,2020-08-11,SEEDUC,ESTUPRO,,POSITIVO,2021-10-28,3ª CPPAD,SOBRESTADO,,,SOBRESTAMENTO,2025-07-31 08:30:14,2020,2021,
589,E-03/002/101792/2018,2018-09-12,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-06-27,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-10-29,ARQUIVAMENTO,2025-07-31 08:30:14,2018,2023,2024
590,SEI-030034/002689/2021,2021-08-30,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-06-12,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-09-12,ARQUIVAMENTO,2025-07-31 08:30:14,2021,2023,2024
591,E-03/10101009/2012,2012-03-30,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-11-22,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2025-01-14,ARQUIVAMENTO,2025-07-31 08:30:14,2012,2023,2025
592,SEI-080003/000043/2020,2020-08-27,SES,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-09-21,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-10-23,ARQUIVAMENTO,2025-07-31 08:30:14,2020,2023,2024
593,E-03/008/101549/2018,2018-08-28,SEEDUC,FALTAS INTERPOLADAS,,POSITIVO,2023-08-15,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-12-20,ARQUIVAMENTO,2025-07-31 08:30:14,2018,2023,2024
594,E-03/016/102682/2018,2018-09-14,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-09-14,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-12-19,ARQUIVAMENTO,2025-07-31 08:30:14,2018,2023,2024
595,SEI -030037/004299/2021,2021-12-23,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-08-15,1ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2021,2023,
596,SEI-080001/017248/2020,2020-08-18,SES,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2022-11-07,1ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-11-11,ARQUIVAMENTO,2025-07-31 08:30:14,2020,2022,2024
597,SEI-04/161/003234/2019,2019-11-08,RIOPREVIDÊNCIA,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-07-26,1ª CPPAD,FINALIZADO,CASSAÇÃO DE APOSENTADORIA,2024-09-27,CASSAÇÃO DE APOSENTADORIA,2025-07-31 08:30:14,2019,2023,2024
598,E-03/011/910/2014,2018-05-23,SEEDUC,FALTAS INTERPOLADAS,,POSITIVO,2014-07-29,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-06-13,,2025-07-31 08:30:14,2018,2014,2024
599,E-03/011100651/2018,2018-09-05,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2023-03-15,2ª CPPAD,SOBRESTADO,,,,2025-07-31 08:30:14,2018,2023,
600,E-12/008/98/2016,2016-09-19,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,,POSITIVO,2021-06-28,2ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-07-15,ARQUIVAMENTO,2025-07-31 08:30:14,2016,2021,2024
601,SEI-030034/004446/2022,2022-09-21,SEEDUC,ABANDONO DE CARGO,2024-05-23,POSITIVO,2024-06-13,2ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2022,2024,
602,SEI-030035/003774/2022,2022-05-17,SEEDUC,FRAUDES DOCUMENTAIS,2024-05-23,POSITIVO,2024-05-09,3ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2022,2024,
603,SEI-030037/003958/2022,2022-09-12,SEEDUC,ABANDONO DE CARGO,2024-05-23,POSITIVO,2024-06-06,3ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2022,2024,
604,SEI-260005/008912/2022,2022-11-07,FAETEC,ABANDONO DE CARGO,2024-05-23,POSITIVO,2024-06-06,3ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2022,2024,
605,SEI-260016/000265/2021,2021-03-08,SECTI,NÃO PRESTAÇÃO DE CONTAS,2024-06-25,NEGATIVO,,,,,,,2025-07-31 08:30:14,2021,,
606,SEI-030022/007700/2022,2022-05-31,DEGASE,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-06-19,POSITIVO,2024-12-20,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
607,SEI-030001/016031/2024,2024-03-08,SEEDUC,ABANDONO DE CARGO,2024-06-06,NEGATIVO,,,,,,,2025-07-31 08:30:14,2024,,
608,E-03/004/4214/2013,2013-09-04,SEEDUC,ABANDONO DE CARGO,2024-06-28,NEGATIVO,,,,,,,2025-07-31 08:30:14,2013,,
609,E-03/001/6556/2016,2016-11-25,SEEDUC,ABANDONO DE CARGO,2024-06-25,POSITIVO,2024-12-16,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2016,2024,
610,E-03/002/1190/2017,2017-02-14,SEEDUC,ABANDONO DE CARGO,2024-06-25,POSITIVO,2025-01-23,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2017,2025,
611,SEI-150071/000422/2022,2022-12-28,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2024-06-20,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2022,,
612,SEI-150071/000398/2022,2022-12-21,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2024-06-20,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2022,,
613,SEI-150071/000234/2022,2022-09-16,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2024-06-20,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2022,,
614,SEI-030043/004563/2022,2022-12-14,SEEDUC,ABANDONO DE CARGO,2024-06-25,POSITIVO,2025-01-03,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2025,
615,SEI-460001/001793/2023,2023-09-11,SEIC,MÁ CONDUTA,2024-06-17,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
616,SEI-150161/000533/2023,2023-09-27,CEPERJ,NÃO PRESTAÇÃO DE CONTAS,2024-06-19,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
617,SEI-030030/001858/2023,2023-03-08,SEEDUC,ABANDONO DE CARGO,2024-06-28,POSITIVO,2025-01-03,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2023,2025,
618,SEI-030029/010002/2023,2023-08-04,SEEDUC,ABANDONO DE CARGO,2024-06-25,POSITIVO,2025-01-03,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2023,2025,
619,SEI-030043/003040/2023,2023-08-08,SEEDUC,ABANDONO DE CARGO,2024-06-27,POSITIVO,2024-11-06,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2023,2024,
620,E-03/801167/1994,1994-04-19,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-06-17,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,1994,,
621,SEI-030041/006317/2023,2023-10-16,SEEDUC,MÁ CONDUTA,2024-06-28,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
622,SEI-260005/007184/2022,2022-09-09,FAETEC,ABANDONO DE CARGO,2024-05-23,POSITIVO,2024-06-13,1ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2022,2024,
623,SEI-260005/003136/2023,2023-04-20,FAETEC,ABANDONO DE CARGO,2024-07-05,POSITIVO,2025-01-10,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2023,2025,
624,E-03/015916/2010,2010-11-26,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2017-05-29,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2010,2017,
625,SEI-030041/006927/2023,2023-11-17,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,2024-07-09,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
626,SEI-030001/049807/2024,2024-06-20,SEEDUC,ABANDONO DE CARGO,2024-07-10,POSITIVO,2025-01-03,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2024,2025,
627,SEI-030001/035366/2024,2024-05-08,SEEDUC,MÁ CONDUTA,2024-07-11,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
628,SEI-080001/006600/2024,2024-03-11,SES,ABANDONO DE CARGO,2024-07-11,POSITIVO,2025-01-03,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2024,2025,
629,SEI-030041/006203/2023,2023-10-06,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,2024-07-11,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
630,SEI-030030/005991/2022,2022-09-08,SEEDUC,ABANDONO DE CARGO,2024-07-14,POSITIVO,2025-02-26,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2025,
631,SEI-030030/006507/2023,2023-09-13,SEEDUC,ABANDONO DE CARGO,2024-07-22,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
